"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
948,9/30/2021 0:00:00,476,"NUSENDA",8734,9/30/2020 0:00:00,750000,"Community Development Financial Institution (CDFI)","","Program Grant"
960,9/30/2021 0:00:00,482,"PACIFIC CREST",494,11/1/2006 0:00:00,3500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
960,9/30/2021 0:00:00,482,"PACIFIC CREST",495,6/30/2011 0:00:00,1344,"Other","Association of Credit Union Leagues","Not Collected"
960,9/30/2021 0:00:00,482,"PACIFIC CREST",3285,5/30/2013 0:00:00,4000,"Other","NCUA","Not Collected"
960,9/30/2021 0:00:00,482,"PACIFIC CREST",3455,9/13/2013 0:00:00,2696,"Other","Office of Small Credit Union Initiatives","Program Grant"
960,9/30/2021 0:00:00,482,"PACIFIC CREST",4097,8/1/2014 0:00:00,750,"Other","Northwest Credit Union Association","Pass Through"
960,9/30/2021 0:00:00,482,"PACIFIC CREST",4098,8/1/2014 0:00:00,6000,"Other","NCUA RDC","Program Grant"
960,9/30/2021 0:00:00,482,"PACIFIC CREST",4657,7/31/2015 0:00:00,5500,"Other","OSCUI","Pass Through"
960,9/30/2021 0:00:00,482,"PACIFIC CREST",4898,7/21/2015 0:00:00,849,"National Credit Union Foundation","","Pass Through"
960,9/30/2021 0:00:00,482,"PACIFIC CREST",7310,9/9/2019 0:00:00,2400,"National Credit Union Foundation","","Program Grant"
986,9/30/2021 0:00:00,494,"URE",595,1/12/2010 0:00:00,3000,"Other","PA Credit Union Foundation  (Web Site Grant)","Program Grant"
1034,9/30/2021 0:00:00,521,"OLIVE VIEW EMPLOYEES",5999,8/30/2017 0:00:00,7500,"National Credit Union Foundation","","Program Grant"
1068,9/30/2021 0:00:00,532,"COMPASS FINANCIAL",5884,4/10/2017 0:00:00,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1101,9/30/2021 0:00:00,549,"CARNEGIE MELLON UNIVERSITY",4452,6/4/2015 0:00:00,5000,"Other","PA Credit Union Foundation","Program Grant"
1101,9/30/2021 0:00:00,549,"CARNEGIE MELLON UNIVERSITY",4453,4/2/2015 0:00:00,3000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1104,9/30/2021 0:00:00,551,"EMBARK",4524,8/1/2014 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1104,9/30/2021 0:00:00,551,"EMBARK",4723,8/5/2015 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1104,9/30/2021 0:00:00,551,"EMBARK",5027,3/5/2016 0:00:00,3116,"Other","OSCUI Grant Program","Program Grant"
1104,9/30/2021 0:00:00,551,"EMBARK",6065,9/5/2017 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1104,9/30/2021 0:00:00,551,"EMBARK",6689,5/31/2018 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1104,9/30/2021 0:00:00,551,"EMBARK",7063,1/16/2019 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1104,9/30/2021 0:00:00,551,"EMBARK",8412,9/1/2020 0:00:00,10000,"Other","State of Montana","Program Grant"
1111,9/30/2021 0:00:00,554,"LOCOMOTIVE & CONTROL EMPLOYEES",19,1/1/2009 0:00:00,3000,"Other","Association of Credit Union Leagues","Not Collected"
1111,9/30/2021 0:00:00,554,"LOCOMOTIVE & CONTROL EMPLOYEES",3092,11/15/2012 0:00:00,650,"Other","Association of Credit Union Leagues","Not Collected"
1111,9/30/2021 0:00:00,554,"LOCOMOTIVE & CONTROL EMPLOYEES",3176,1/23/2013 0:00:00,5000,"Other","Association of Credit Union Leagues","Not Collected"
1113,9/30/2021 0:00:00,555,"CORRECTIONAL WORKERS",4017,7/28/2014 0:00:00,1500,"Other","Cornerstone Credit Union League","Program Grant"
1113,9/30/2021 0:00:00,555,"CORRECTIONAL WORKERS",4733,9/4/2015 0:00:00,1500,"Other","Cornerstone Credit Union League","Program Grant"
1113,9/30/2021 0:00:00,555,"CORRECTIONAL WORKERS",6189,12/6/2017 0:00:00,1250,"Other","Cornerstone Credit Union League","Program Grant"
1113,9/30/2021 0:00:00,555,"CORRECTIONAL WORKERS",6449,6/4/2018 0:00:00,1250,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
1113,9/30/2021 0:00:00,555,"CORRECTIONAL WORKERS",7119,5/31/2019 0:00:00,3200,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
1113,9/30/2021 0:00:00,555,"CORRECTIONAL WORKERS",8577,12/17/2020 0:00:00,1960,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
1113,9/30/2021 0:00:00,555,"CORRECTIONAL WORKERS",9001,6/3/2021 5:00:00 AM,1092,"Other","CORNERSTONE CREDIT UNION LEAGUE","Program Grant"
1117,9/30/2021 0:00:00,557,"WIDGET",6784,11/13/2018 0:00:00,10000,"Community Development Financial Institution (CDFI)","","Program Grant"
1125,9/30/2021 0:00:00,560,"VAN CORTLANDT COOPERATIVE",8279,10/1/2020 0:00:00,7500,"Other","NCUA Office of CU Resources & Expansion","Program Grant"
1129,9/30/2021 0:00:00,563,"MOPAC EMPLOYEES",9,11/15/2012 0:00:00,1000,"Other","TCUL","Program Grant"
1129,9/30/2021 0:00:00,563,"MOPAC EMPLOYEES",4317,12/1/2014 6:00:00 AM,1000,"Other","Cornerstone","Program Grant"
1129,9/30/2021 0:00:00,563,"MOPAC EMPLOYEES",4441,6/29/2015 5:00:00 AM,500,"Other","Cornerstone","Program Grant"
1129,9/30/2021 0:00:00,563,"MOPAC EMPLOYEES",4442,6/29/2015 5:00:00 AM,1500,"Other","Cornerstone","Program Grant"
1129,9/30/2021 0:00:00,563,"MOPAC EMPLOYEES",7619,3/18/2020 5:00:00 AM,1400,"Other","Cornerstone","Program Grant"
1129,9/30/2021 0:00:00,563,"MOPAC EMPLOYEES",7620,10/11/2019 5:00:00 AM,1050,"Other","Cornerstone","Program Grant"
1129,9/30/2021 0:00:00,563,"MOPAC EMPLOYEES",8862,3/31/2021 5:00:00 AM,3000,"Other","Cornerstone","Program Grant"
1130,9/30/2021 0:00:00,564,"LONGVIEW",3715,1/20/2014 0:00:00,2750,"Other","Cornerstone Credit Union League","Program Grant"
1131,9/30/2021 0:00:00,565,"ESSEX COUNTY TEACHERS",7910,6/15/2020 0:00:00,10000,"Other","NCUA","Program Grant"
1166,9/30/2021 0:00:00,585,"RESEARCH 1166",8979,7/19/2021 4:00:00 AM,10000,"Other","NJEDA","Capital- unrestricted donation to equity"
1245,9/30/2021 0:00:00,619,"PINE BLUFF COTTON BELT",6154,5/1/2017 0:00:00,1500,"Other","Association of Credit Union Leagues","Program Grant"
1245,9/30/2021 0:00:00,619,"PINE BLUFF COTTON BELT",6319,10/11/2017 0:00:00,1500,"Other","Association of Credit Union Leagues","Program Grant"
1245,9/30/2021 0:00:00,619,"PINE BLUFF COTTON BELT",6498,5/18/2018 0:00:00,3000,"Other","Association of Credit Union Leagues","Program Grant"
1245,9/30/2021 0:00:00,619,"PINE BLUFF COTTON BELT",7215,5/31/2019 0:00:00,3200,"Other","Association of Credit Union Leagues","Program Grant"
1245,9/30/2021 0:00:00,619,"PINE BLUFF COTTON BELT",7712,3/18/2020 0:00:00,3500,"Other","Association of Credit Union Leagues","Program Grant"
1245,9/30/2021 0:00:00,619,"PINE BLUFF COTTON BELT",8465,7/17/2020 0:00:00,5000,"Other","NCUA","Program Grant"
1245,9/30/2021 0:00:00,619,"PINE BLUFF COTTON BELT",9126,6/15/2021 5:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
1245,9/30/2021 0:00:00,619,"PINE BLUFF COTTON BELT",9127,5/3/2021 5:00:00 AM,2000,"Other","Cornerstone CU Foundation","Program Grant"
1250,9/30/2021 0:00:00,621,"HAMPTON VA",3473,8/27/2013 0:00:00,2900,"Other","NCUA OSCUI","Program Grant"
1250,9/30/2021 0:00:00,621,"HAMPTON VA",4528,4/2/2015 0:00:00,3240,"Other","NCUA OSCUI","Program Grant"
1250,9/30/2021 0:00:00,621,"HAMPTON VA",6126,8/30/2017 0:00:00,3000,"Other","NCUA OSCUI","Program Grant"
1261,9/30/2021 0:00:00,625,"LANGLEY",21,6/25/2009 4:00:00 AM,57686,"Other","Enterprise Grant Program","Not Collected"
1261,9/30/2021 0:00:00,625,"LANGLEY",987,6/30/2012 4:00:00 AM,100000,"Other","Enterprise Grant Program","Not Collected"
1261,9/30/2021 0:00:00,625,"LANGLEY",3855,6/20/2014 4:00:00 AM,164817,"Other","Enterprise Grant Program","Program Grant"
1261,9/30/2021 0:00:00,625,"LANGLEY",3856,6/20/2014 0:00:00,1500,"Other","Armed Forces Financial Network","Pass Through"
1261,9/30/2021 0:00:00,625,"LANGLEY",5852,6/29/2017 4:00:00 AM,73680,"Other","Enterprise Grant Program","Program Grant"
1261,9/30/2021 0:00:00,625,"LANGLEY",6831,12/12/2018 0:00:00,5000,"Other","FHLB","Pass Through"
1282,9/30/2021 0:00:00,635,"RICHMOND HERITAGE",6034,8/30/2017 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1316,9/30/2021 0:00:00,652,"TALLAHASSEE-LEON",5356,9/27/2016 0:00:00,1768250,"Community Development Financial Institution (CDFI)","","Program Grant"
1316,9/30/2021 0:00:00,652,"TALLAHASSEE-LEON",7206,5/22/2019 0:00:00,3067,"Other","Community Development Revolving Loan Fund (CDRLF)","Program Grant"
1316,9/30/2021 0:00:00,652,"TALLAHASSEE-LEON",8718,10/26/2020 0:00:00,650000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
1316,9/30/2021 0:00:00,652,"TALLAHASSEE-LEON",9040,6/15/2021 4:00:00 AM,1500000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
1317,9/30/2021 0:00:00,653,"REDIFORM NIAGARA FALLS NY",6238,10/16/2017 0:00:00,2500,"Other","New York State Credit Union Foundation","Program Grant"
1317,9/30/2021 0:00:00,653,"REDIFORM NIAGARA FALLS NY",6996,3/5/2019 0:00:00,3000,"Other","New York State Credit Union Foundation","Program Grant"
1317,9/30/2021 0:00:00,653,"REDIFORM NIAGARA FALLS NY",7123,5/15/2019 0:00:00,199,"Other","New York State Credit Union Foundation","Program Grant"
1317,9/30/2021 0:00:00,653,"REDIFORM NIAGARA FALLS NY",7669,4/6/2020 0:00:00,1600,"Other","Alloya Corporate Federal Credit Union","Program Grant"
1317,9/30/2021 0:00:00,653,"REDIFORM NIAGARA FALLS NY",7670,4/3/2020 0:00:00,1600,"Other","New York State Credit Union Foundation","Program Grant"
1317,9/30/2021 0:00:00,653,"REDIFORM NIAGARA FALLS NY",8845,3/2/2021 0:00:00,3000,"Other","New York State Credit Union Foundation","Program Grant"
1364,9/30/2021 0:00:00,676,"U S #1364",6823,10/29/2018 0:00:00,10000,"Other","CDRLF","Program Grant"
1367,9/30/2021 0:00:00,677,"UNIVERSITY",5743,1/31/2017 0:00:00,18000,"Other","Center for Financial Services Innovation","Program Grant"
1367,9/30/2021 0:00:00,677,"UNIVERSITY",7560,12/13/2019 0:00:00,6000,"Other","NCUF","Program Grant"
1367,9/30/2021 0:00:00,677,"UNIVERSITY",7727,1/1/2020 0:00:00,2000,"Other","NCUF","Program Grant"
1368,9/30/2021 0:00:00,678,"PASADENA SERVICE",5374,7/25/2016 0:00:00,7000,"Other","Office of Small Credit Union Initiatives","Pass Through"
1368,9/30/2021 0:00:00,678,"PASADENA SERVICE",6876,10/29/2018 0:00:00,10000,"Other","Office of CU Resources and Expansion","Pass Through"
1368,9/30/2021 0:00:00,678,"PASADENA SERVICE",7303,8/29/2019 0:00:00,5000,"Other","Office of CU Resources and Expansion","Pass Through"
1397,9/30/2021 0:00:00,689,"EDISTO",8853,10/23/2020 0:00:00,10000,"Other","Inclusiv","Program Grant"
1397,9/30/2021 0:00:00,689,"EDISTO",8854,10/16/2020 0:00:00,10000,"Other","NCUA -","Pass Through"
1407,9/30/2021 0:00:00,694,"DEMOCRACY",5205,5/2/2016 0:00:00,7500,"Other","NCUA Office of Small CU Initiatives","Program Grant"
1407,9/30/2021 0:00:00,694,"DEMOCRACY",7354,8/29/2019 0:00:00,5000,"Other","NCUA - CDRLF","Program Grant"
1407,9/30/2021 0:00:00,694,"DEMOCRACY",9023,6/15/2021 4:00:00 AM,1826000,"Community Development Financial Institution (CDFI)","","Not Collected"
1409,9/30/2021 0:00:00,695,"EL PASO AREA TEACHERS",4722,7/29/2015 0:00:00,24000,"Other","OSCUI","Program Grant"
1409,9/30/2021 0:00:00,695,"EL PASO AREA TEACHERS",7358,8/28/2019 0:00:00,2750,"Other","Cornerstone Credit Union Foundation","Program Grant"
1409,9/30/2021 0:00:00,695,"EL PASO AREA TEACHERS",9163,6/15/2021 6:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
1499,9/30/2021 0:00:00,735,"PUEBLO GOVERNMENT AGENCIES",5844,7/25/2016 0:00:00,15000,"Other","NCUA@cybergants","Program Grant"
1524,9/30/2021 0:00:00,744,"KILGORE SHELL EMPLOYEES",10,5/25/2012 0:00:00,2300,"Other","Association of Credit Union Leagues","Not Collected"
1524,9/30/2021 0:00:00,744,"KILGORE SHELL EMPLOYEES",3195,2/21/2013 0:00:00,2000,"Other","Association of Credit Union Leagues","Not Collected"
1524,9/30/2021 0:00:00,744,"KILGORE SHELL EMPLOYEES",3680,2/20/2014 0:00:00,1500,"Other","Cornerstone Credit Union League","Program Grant"
1524,9/30/2021 0:00:00,744,"KILGORE SHELL EMPLOYEES",4291,2/19/2015 0:00:00,1500,"Other","Cornerstone Credit Union League","Program Grant"
1524,9/30/2021 0:00:00,744,"KILGORE SHELL EMPLOYEES",5004,4/4/2016 0:00:00,1250,"Other","Cornerstone Credit Union League","Program Grant"
1524,9/30/2021 0:00:00,744,"KILGORE SHELL EMPLOYEES",5647,3/23/2017 0:00:00,1250,"Other","Cornerstone Credit Union Foundation","Program Grant"
1524,9/30/2021 0:00:00,744,"KILGORE SHELL EMPLOYEES",6441,5/22/2018 0:00:00,2250,"Other","Cornerstone Credit Union Foundation","Program Grant"
1524,9/30/2021 0:00:00,744,"KILGORE SHELL EMPLOYEES",6442,10/26/2017 0:00:00,1000,"Other","Cornerstone Credit Union Foundation","Program Grant"
1524,9/30/2021 0:00:00,744,"KILGORE SHELL EMPLOYEES",6443,10/20/2016 0:00:00,1250,"Other","Cornerstone Credit Union Foundation","Program Grant"
1524,9/30/2021 0:00:00,744,"KILGORE SHELL EMPLOYEES",7089,6/7/2019 0:00:00,3200,"Other","Cornerstone Credit Union Foundation","Program Grant"
1524,9/30/2021 0:00:00,744,"KILGORE SHELL EMPLOYEES",7618,3/18/2020 0:00:00,3500,"Other","Cornerstone Credit Union League","Program Grant"
1542,9/30/2021 0:00:00,753,"GNC COMMUNITY",7698,8/19/2019 0:00:00,8000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1542,9/30/2021 0:00:00,753,"GNC COMMUNITY",8057,6/21/2020 0:00:00,500,"Other","PACU/NJ CREDIT UNION FOUNDATION","Program Grant"
1542,9/30/2021 0:00:00,753,"GNC COMMUNITY",8058,6/20/2020 0:00:00,500,"Other","PA CREDIT UNION FOUNDATION","Program Grant"
1558,9/30/2021 0:00:00,761,"KERR COUNTY",11,9/16/2010 0:00:00,750000,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
1558,9/30/2021 0:00:00,761,"KERR COUNTY",2758,9/15/2012 0:00:00,1084087,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
1558,9/30/2021 0:00:00,761,"KERR COUNTY",8190,5/12/2020 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1558,9/30/2021 0:00:00,761,"KERR COUNTY",9325,6/15/2021 5:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
1607,9/30/2021 0:00:00,784,"BIG ISLAND",497,1/13/2012 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1607,9/30/2021 0:00:00,784,"BIG ISLAND",3583,8/27/2013 0:00:00,8000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1607,9/30/2021 0:00:00,784,"BIG ISLAND",6242,8/30/2017 0:00:00,3391,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1607,9/30/2021 0:00:00,784,"BIG ISLAND",6907,10/29/2018 0:00:00,6000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1607,9/30/2021 0:00:00,784,"BIG ISLAND",7396,8/29/2019 0:00:00,6000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1646,9/30/2021 0:00:00,805,"CLAIRTON WORKS",24,4/21/2011 0:00:00,719,"Other","PA Credit Union Foundation","Not Collected"
1646,9/30/2021 0:00:00,805,"CLAIRTON WORKS",6335,8/30/2017 0:00:00,3500,"National Credit Union Foundation","","Program Grant"
1646,9/30/2021 0:00:00,805,"CLAIRTON WORKS",7250,9/10/2019 4:00:00 AM,7153,"National Credit Union Foundation","","Program Grant"
1725,9/30/2021 0:00:00,838,"MONROE TELCO",7259,7/9/2019 0:00:00,980,"Other","LA Small Business Grant","Program Grant"
1725,9/30/2021 0:00:00,838,"MONROE TELCO",7672,3/20/2020 0:00:00,500,"Other","LA Incumbent Worker Program","Program Grant"
1725,9/30/2021 0:00:00,838,"MONROE TELCO",7673,2/20/2020 0:00:00,430,"Other","LA Incumbent Worker Program","Program Grant"
1725,9/30/2021 0:00:00,838,"MONROE TELCO",7969,6/15/2020 0:00:00,7500,"Other","NCUA COVID 19 URGENT NEEDS","Program Grant"
1725,9/30/2021 0:00:00,838,"MONROE TELCO",9101,7/19/2021 5:00:00 AM,800,"Other","LA Incumbent Worker Program","Program Grant"
1726,9/30/2021 0:00:00,839,"BATON ROUGE TELCO",4123,7/1/2014 0:00:00,52754,"Other","Louisiana Workforce Commission","Program Grant"
1726,9/30/2021 0:00:00,839,"BATON ROUGE TELCO",5422,8/24/2016 0:00:00,7500,"Other","NCUA - Office of Small Credit Union Initiatives","Program Grant"
1726,9/30/2021 0:00:00,839,"BATON ROUGE TELCO",8473,6/30/2020 0:00:00,82930,"Other","Louisiana - Excess State Unemployment Fund","Program Grant"
1759,9/30/2021 0:00:00,851,"INSPIRE",3822,5/12/2014 0:00:00,8307,"Other","Association of Credit Union Leagues","Program Grant"
1785,9/30/2021 0:00:00,859,"HAWAII SCHOOLS",506,5/24/2011 0:00:00,5747,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1785,9/30/2021 0:00:00,859,"HAWAII SCHOOLS",893,5/9/2012 0:00:00,5314,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1810,9/30/2021 0:00:00,868,"ROME",5138,5/1/2016 0:00:00,598,"National Credit Union Foundation","","Program Grant"
1810,9/30/2021 0:00:00,868,"ROME",5139,3/1/2016 0:00:00,299,"National Credit Union Foundation","","Program Grant"
1810,9/30/2021 0:00:00,868,"ROME",5661,12/31/2016 0:00:00,2500,"Other","New York Credit Union Foundation","Program Grant"
1810,9/30/2021 0:00:00,868,"ROME",6219,11/3/2017 0:00:00,1930,"Other","New York Credit Union Foundation","Program Grant"
1810,9/30/2021 0:00:00,868,"ROME",7014,1/15/2019 0:00:00,2800,"Other","New York Credit Union Foundation","Program Grant"
1810,9/30/2021 0:00:00,868,"ROME",7158,4/9/2019 0:00:00,499,"Other","New York Credit Union Foundation","Program Grant"
1810,9/30/2021 0:00:00,868,"ROME",7159,3/1/2019 0:00:00,399,"Other","New York Credit Union Foundation","Program Grant"
1810,9/30/2021 0:00:00,868,"ROME",7336,10/17/2019 0:00:00,199,"Other","New York Credit Union Foundation","Program Grant"
1810,9/30/2021 0:00:00,868,"ROME",7337,9/19/2019 0:00:00,399,"Other","New York Credit Union Foundation","Program Grant"
1810,9/30/2021 0:00:00,868,"ROME",8319,10/6/2020 0:00:00,349,"Other","New York Credit Union Foundation","Program Grant"
1810,9/30/2021 0:00:00,868,"ROME",8848,4/9/2021 0:00:00,399,"Other","New York Credit Union Foundation","Program Grant"
1810,9/30/2021 0:00:00,868,"ROME",8849,4/9/2021 0:00:00,179,"Other","New York Credit Union Foundation","Program Grant"
1817,9/30/2021 0:00:00,873,"MAUI TEACHERS",507,7/30/2010 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
1827,9/30/2021 0:00:00,876,"MINT VALLEY",4438,6/4/2015 0:00:00,3000,"Other","OSCUI Grant Program","Program Grant"
1827,9/30/2021 0:00:00,876,"MINT VALLEY",6137,8/30/2017 0:00:00,7500,"Other","OSCUI Grant Program","Program Grant"
1827,9/30/2021 0:00:00,876,"MINT VALLEY",7419,8/29/2019 0:00:00,5000,"Community Development Financial Institution (CDFI)","","Program Grant"
1827,9/30/2021 0:00:00,876,"MINT VALLEY",8129,5/18/2020 0:00:00,7500,"Community Development Financial Institution (CDFI)","","Program Grant"
1827,9/30/2021 0:00:00,876,"MINT VALLEY",9365,8/30/2021 7:00:00 AM,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
1866,9/30/2021 0:00:00,892,"MAUI COUNTY",8462,7/24/2020 0:00:00,6000000,"Other","County of Maui - Cares Act","Pass Through"
1866,9/30/2021 0:00:00,892,"MAUI COUNTY",8902,12/23/2020 0:00:00,1500000,"Other","County of Maui - Cares Act","Pass Through"
1866,9/30/2021 0:00:00,892,"MAUI COUNTY",8903,12/10/2020 0:00:00,2090000,"Other","County of Maui - Cares Act","Pass Through"
1866,9/30/2021 0:00:00,892,"MAUI COUNTY",8904,11/13/2020 0:00:00,1900000,"Other","County of Maui - Cares Act","Pass Through"
1880,9/30/2021 0:00:00,903,"HONOLULU FIRE DEPARTMENT",900,8/23/2011 0:00:00,2475,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
1969,9/30/2021 0:00:00,938,"EDUCATION PERSONNEL",4288,12/15/2014 0:00:00,250,"Other","Illinois Credit Union Foundation","Pass Through"
